seed_handle,seeds,echo_authors,seed_followers,echoed_components,in_coord_cluster
Wakabando,0,0,0,1,False
WalterMutethia,0,0,0,1,False
WalterSzym72567,0,0,0,1,False
Walter_Wright,0,0,0,1,False
WamugundaG,0,0,0,1,False
Wangemke,0,0,0,1,False
WanjiruKimani9,0,0,0,1,False
WantamIsBonkers,0,0,0,1,False
WarStatecraft,0,0,0,1,False
WashikaKen,0,0,0,1,False
WaswalaBrian,0,0,0,1,False
Waziri_Mvurya,0,0,0,1,False
Weeleey6,0,0,0,1,False
WeeloWillis,0,0,0,1,False
WeruTV,0,0,0,1,False
Wesleymsafii,0,0,0,1,False
WhiteHouse,0,0,0,1,False
WhitelabelscomX,0,0,0,1,False
William06638632,0,0,0,1,False
WilmaQT6826,0,0,0,1,False
WindrushBusines,0,0,0,1,False
WirralAccount1,0,0,0,1,False
Wiyathi_Muturi,0,0,0,1,False
Woah_Vickyy,0,0,0,1,False
Wstrn_creme,0,0,0,1,True
WuodAbilla,0,0,0,1,True
Xeraux,0,0,0,1,False
YBSMpartners,0,0,0,1,False
YKombora,0,0,0,1,True
YaGal_Eunndrio,0,0,0,1,False
Yayadola0,0,0,0,1,False
YerickoNyerereT,0,0,0,1,False
YisaaNympha,0,0,0,1,False
YourAnonCentral,0,0,0,1,False
YuAreMyPaps,0,0,0,1,False
Yussih_,0,0,0,1,True
YusufAbu21,0,0,0,1,False
Yvonne5Cherono,0,0,0,1,True
ZBXu7,0,0,0,1,False
ZMwinchum87519,0,0,0,1,False
ZacEnya,0,0,0,1,False
ZakxMutugi,0,0,0,1,False
Zephrteve,0,0,0,1,False
ZilchCenturo,0,0,0,1,False
Zindzi_K,0,0,0,1,False
ZingerBob,0,0,0,1,False
Zippy254K,0,0,0,1,False
ZueMiriam,0,0,0,1,False
_Aminga,0,0,0,1,False
_BlackMzungu,0,0,0,1,False
_Jaredad,0,0,0,1,True
_KiiluC,0,0,0,1,False
_Kylaxx,0,0,0,1,False
_NearCrypto_,0,0,0,1,False
_PhyscoSins,0,0,0,1,False
_Realantidote,0,0,0,1,False
_Sansee_,0,0,0,1,False
_TsPaige,0,0,0,1,False
__mtskid,0,0,0,1,False
_helady_,0,0,0,1,False
_iam_dan_,0,0,0,1,False
_its_fred,0,0,0,1,False
_leilape,0,0,0,1,False
_marcellll,0,0,0,1,False
_marebe,0,0,0,1,False
_mbithee,0,0,0,1,False
_mungai23_,0,0,0,1,True
_mwikah_,0,0,0,1,False
_ogalaw,0,0,0,1,False
_tonygrand,0,0,0,1,False
_zoey_y,0,0,0,1,False
abukoabuko20,0,0,0,1,False
abusumayyah_o,0,0,0,1,False
abuuaqram,0,0,0,1,False
acadofideas,0,0,0,1,False
adashcollo,0,0,0,1,False
advabner,0,0,0,1,False
afcmerino9,0,0,0,1,False
akbarhamza563,0,0,0,1,False
alex_ronoh,0,0,0,1,False
alexandermbugu9,0,0,0,1,False
alexi_wandaho,0,0,0,1,False
alfredarapketer,0,0,0,1,False
alicoz4u,0,0,0,1,False
allyjay02,0,0,0,1,False
amalichaKE,0,0,0,1,False
amawailer68,0,0,0,1,False
amenya_nelson,0,0,0,1,False
amina_hafidh,0,0,0,1,False
amuse,0,0,0,1,False
amusmartz,0,0,0,1,False
andrew_lilico,0,0,0,1,False
andrewbsmyth,0,0,0,1,False
annemugisha65,0,0,0,1,False
annenjo30365272,0,0,0,1,False
annenyanyua,0,0,0,1,True
antokaburu,0,0,0,1,False
araapterigin,0,0,0,1,True
arap_siele7,0,0,0,1,False
arn07_x,0,0,0,1,False
arnold_sam94430,0,0,0,1,False
assengajrr,0,0,0,1,False
babake_ke,0,0,0,1,False
bakhita_esther,0,0,0,1,False
balaclavadom,0,0,0,1,False
baldwin_imbugwa,0,0,0,1,True
bamaxine30,0,0,0,1,False
bamriu,0,0,0,1,False
baraka_dinno,0,0,0,1,False
barakawamb,0,0,0,1,False
baroswahjr,0,0,0,1,False
bassincad,0,0,0,1,False
battaloz16,0,0,0,1,False
bbstvug,0,0,0,1,False
beatlejuic3d,0,0,0,1,False
beckysay2020,0,0,0,1,False
beehive254,0,0,0,1,False
befile_luyanda,0,0,0,1,False
benmwendwa_254,0,0,0,1,False
berrytobbie,0,0,0,1,False
bevalynekwambo3,0,0,0,1,False
biafranvanguard,0,0,0,1,False
bigotz001,0,0,0,1,False
billwilliam206,0,0,0,1,True
bivins1,0,0,0,1,False
biznakenya,0,0,0,1,False
blank_kot,0,0,0,1,False
blessedkodojnr,0,0,0,1,False
blink_solutions,0,0,0,1,False
bm30smersh,0,0,0,1,False
boazmingo_7,0,0,0,1,False
bob_malli_,0,0,0,1,False
bonifacejoseph_,0,0,0,1,False
bonnie_kanja,0,0,0,1,False
bonniemworia77,0,0,0,1,True
bonsoul_ke,0,0,0,1,False
boor_dile,0,0,0,1,False
bosire_jus40211,0,0,0,1,True
britflowz,0,0,0,1,False
brownluhya,0,0,0,1,False
bsong_HR,0,0,0,1,False
btcEstatePlans,0,0,0,1,False
bungoma_13,0,0,0,1,True
bwaya,0,0,0,1,False
byron_opondo,0,0,0,1,False
bzjakal,0,0,0,1,False
c494868,0,0,0,1,False
c_Pfieffer,0,0,0,1,False
calnative26,0,0,0,1,False
calpaul001,0,0,0,1,False
carlos_wachira,0,0,0,1,False
cartwright74366,0,0,0,1,False
chadema_NorthEU,0,0,0,1,False
chaikneese,0,0,0,1,False
charity_johhs,0,0,0,1,False
charlesmbindyo7,0,0,0,1,False
chebii_joan,0,0,0,1,False
cheruiyotbonif1,0,0,0,1,False
chich00___,0,0,0,1,False
chin_o47,0,0,0,1,False
chips_87,0,0,0,1,False
chrisGikono,0,0,0,1,False
chris_robb1,0,0,0,1,False
chrismwairura,0,0,0,1,False
christonshia1,0,0,0,1,False
citymirrorKE,0,0,0,1,False
citynews254,0,0,0,1,False
claudiowangu,0,0,0,1,True
cleme74076,0,0,0,1,False
cleophamose,0,0,0,1,True
cletucchi_08,0,0,0,1,False
cliffhamisi1,0,0,0,1,False
codexKeba,0,0,0,1,False
cool_Brezee,0,0,0,1,False
coronel41469,0,0,0,1,False
cptMorgan36,0,0,0,1,False
creativethegret,0,0,0,1,False
crimebuster778,0,0,0,1,False
curtis_samwel,0,0,0,1,False
cw_pedro,0,0,0,1,False
d4drug_addict,0,0,0,1,False
dakello,0,0,0,1,False
daktariwasiasa,0,0,0,1,False
dapiekwapiti,0,0,0,1,False
daudi_maembe,0,0,0,1,False
davidclement,0,0,0,1,False
davidjumbi,0,0,0,1,False
davido_BSc,0,0,0,1,False
davimasinde,0,0,0,1,False
davincimw,0,0,0,1,False
davine_oku52760,0,0,0,1,True
daxtonbrown,0,0,0,1,False
ddball67,0,0,0,1,False
ddembe,0,0,0,1,False
deexon_,0,0,0,1,False
dekim_Kalvino,0,0,0,1,False
delmoh_k,0,0,0,1,False
democracy_watu,0,0,0,1,False
denismuthee99,0,0,0,1,True
dennismwangi22,0,0,0,1,False
deozin1,0,0,0,1,False
depedrodeniss,0,0,0,1,False
dickychama,0,0,0,1,False
djsyktexx254,0,0,0,1,False
dkmaraga,0,0,0,1,False
dkobaye,0,0,0,1,False
dondekojo,0,0,0,1,False
douglasnjorog16,0,0,0,1,True
drew_ponder,0,0,0,1,False
dzekoshsy,0,0,0,1,False
eLY_SIUM1,0,0,0,1,False
eastafrican001,0,0,0,1,False
eastersins,0,0,0,1,False
edgarsdzerins,0,0,0,1,False
edgarwabwire_,0,0,0,1,False
editxshub,0,0,0,1,False
eldoraglobal,0,0,0,1,False
ellpiejohn,0,0,0,1,False
ellystephen9,0,0,0,1,False
emmanue43802982,0,0,0,1,False
emmanuelabi_,0,0,0,1,False
engina_jc,0,0,0,1,False
enockot87483809,0,0,0,1,False
entropyhertz,0,0,0,1,False
ephy_young254,0,0,0,1,False
erephatogx4,0,0,0,1,False
ericomondi_,0,0,0,1,False
ericosiu,0,0,0,1,False
errinoconnor,0,0,0,1,False
escritosrame,0,0,0,1,False
ezra_mollel,0,0,0,1,False
faith16600,0,0,0,1,False
fbuyobe,0,0,0,1,False
fdcontre1958,0,0,0,1,False
femcdanielauth,0,0,0,1,False
firecircular,0,0,0,1,False
firedcoachespod,0,0,0,1,False
firstbornface,0,0,0,1,False
flashfmrw,0,0,0,1,False
floweredog,0,0,0,1,False
foodmatters_ke,0,0,0,1,False
francis99Mwangi,0,0,0,1,False
fredjnx_,0,0,0,1,False
fredkavishe,0,0,0,1,False
fullslopenginee,0,0,0,1,False
fundz_large,0,0,0,1,False
gabrieloguda,0,0,0,1,False
gary_hensel,0,0,0,1,False
gate_tmn,0,0,0,1,False
general6ngui,0,0,0,1,False
generali_osumo,0,0,0,1,False
generastores,0,0,0,1,False
genious_kev,0,0,0,1,False
george_manyali,0,0,0,1,False
georgeoketch12,0,0,0,1,False
georgiadise,0,0,0,1,False
gerainted,0,0,0,1,False
gg_ihy,0,0,0,1,False
gideonkungboy,0,0,0,1,False
gilbertkemo,0,0,0,1,False
gironiy,0,0,0,1,False
gisairon,0,0,0,1,False
gitmose,0,0,0,1,False
giton35846,0,0,0,1,False
gituriti,0,0,0,1,False
gjtn1234,0,0,0,1,False
gk_ruku,0,0,0,1,False
goattiiii,0,0,0,1,False
godfrey_golova,0,0,0,1,True
goodmboya,0,0,0,1,False
gorilla202020,0,0,0,1,False
grad3361,0,0,0,1,False
grandpamuthoni,0,0,0,1,False
gregalmonte_,0,0,0,1,False
griffin_murumba,0,0,0,1,False
grlighton,0,0,0,1,False
groktweep,0,0,0,1,False
grray_k,0,0,0,1,False
guunzee,0,0,0,1,False
gwamaee,0,0,0,1,True
hampelkt,0,0,0,1,False
hamzaalbhanj,0,0,0,1,False
hannymuchiz,0,0,0,1,False
hayatsasirtiir,0,0,0,1,False
hellene_otieno,0,0,0,1,False
hentoy_gossip,0,0,0,1,False
hermexinvesting,0,0,0,1,False
hitilafu_domi,0,0,0,1,False
hohehae_2,0,0,0,1,False
hudumaManda,0,0,0,1,False
hunchosmile,0,0,0,1,False
husseinkhamala,0,0,0,1,False
hussenmvomvo,0,0,0,1,False
hvns1msnger,0,0,0,1,False
iam_rajabu,0,0,0,1,False
iamblinder18,0,0,0,1,False
iamdeidei_05,0,0,0,1,False
ian064630,0,0,0,1,False
ian_kimaru,0,0,0,1,True
iano504,0,0,0,1,False
iembot_sjt,0,0,0,1,False
iembot_tx,0,0,0,1,False
illosokuan,0,0,0,1,False
imaaJr01,0,0,0,1,False
imduckymex,0,0,0,1,False
impact_kenya,0,0,0,1,False
indemosz,0,0,0,1,False
infamouspapi_,0,0,0,1,False
infinitystone98,0,0,0,1,False
inooroke,0,0,0,1,False
inoorotv,0,0,0,1,False
introvert1703,0,0,0,1,False
iqbal_azizpour,0,0,0,1,False
irene_chep00,0,0,0,1,False
irunguhoughton,0,0,0,1,False
itsKikuyus,0,0,0,1,True
itsMJ_Ke,0,0,0,1,False
itsOwor,0,0,0,1,False
itsRhettFoster,0,0,0,1,False
its_Nyerere,0,0,0,1,False
its_meek__,0,0,0,1,False
its_nf1,0,0,0,1,False
its_obel,0,0,0,1,False
itsurboyhass,0,0,0,1,False
ivan_8848,0,0,0,1,False
izoh37,0,0,0,1,False
izooh1216,0,0,0,1,False
jacksongit55676,0,0,0,1,False
jacksonleonne,0,0,0,1,False
jaibharat2909,0,0,0,1,False
jamesksowerby,0,0,0,1,False
jamesmwangi59,0,0,0,1,False
jamukolwe,0,0,0,1,False
janeoduor10,0,0,0,1,False
janet_oj,0,0,0,1,False
jennie88773664,0,0,0,1,False
jennie_wwt,0,0,0,1,False
jimicee457679,0,0,0,1,False
jnjauu,0,0,0,1,False
joe0603,0,0,0,1,False
joeselasini,0,0,0,1,False
joeylknight,0,0,0,1,False
joharicentral,0,0,0,1,False
johnpau10227488,0,0,0,1,False
johnramseymallo,0,0,0,1,False
johnteka1,0,0,0,1,False
jon_vyse,0,0,0,1,False
joncaleaf1,0,0,0,1,True
jonmwangidon,0,0,0,1,False
jontos00,0,0,0,1,False
joshtonny2,0,0,0,1,False
jozeecjc,0,0,0,1,False
jpumlaw,0,0,0,1,False
junurmi,0,0,0,1,False
justaluckyfool,0,0,0,1,False
jwaikenya,0,0,0,1,False
kaarajim,0,0,0,1,False
kafangii,0,0,0,1,False
kahumble22,0,0,0,1,False
kakkoifly,0,0,0,1,False
kameme101,0,0,0,1,False
kamudugachori,0,0,0,1,False
kamwigu57,0,0,0,1,False
karim_yaqub,0,0,0,1,False
kariukimwas,0,0,0,1,False
karoki_yuri,0,0,0,1,False
kaseraval,0,0,0,1,False
kasimoh_Ke,0,0,0,1,False
kayadolf,0,0,0,1,False
kbyator,0,0,0,1,False
keah_ke1,0,0,0,1,False
keera_jnr,0,0,0,1,True
kekadoodledoo,0,0,0,1,False
ken_mwanik,0,0,0,1,False
kenaplics1,0,0,0,1,False
kennedy_jemo,0,0,0,1,False
kenya_malk4747,0,0,0,1,False
kenyagossips,0,0,0,1,False
kenyan_coldspot,0,0,0,1,True
kevinjohnston01,0,0,0,1,False
khatibumussas,0,0,0,1,False
khendofm_kenya,0,0,0,1,False
khushbookadri,0,0,0,1,False
khwaka11,0,0,0,1,False
kibeandy,0,0,0,1,False
kickportugues,0,0,0,1,False
kighera50,0,0,0,1,False
kigiripaul,0,0,0,1,False
kigogo2014,0,0,0,1,False
kigothor,0,0,0,1,False
kimBOVILLE,0,0,0,1,False
kimReuben7,0,0,0,1,False
kimaniii___,0,0,0,1,False
kimtai____,0,0,0,1,False
kingkingtompipo,0,0,0,1,False
kingmamba01,0,0,0,1,False
kingtrillackman,0,0,0,1,False
kinuthiamwang10,0,0,0,1,False
kioko_the,0,0,0,1,False
kipofuwanairobi,0,0,0,1,False
kipropnetizen,0,0,0,1,False
kitui_1,0,0,0,1,False
kjayson_,0,0,0,1,False
klarkkent_,0,0,0,1,False
koechgili12_,0,0,0,1,False
kolloo254,0,0,0,1,True
konshens_o48186,0,0,0,1,False
koskenrannall,0,0,0,1,False
krizzohkairosh,0,0,0,1,False
kuringechadema,0,0,0,1,False
kurunzi_news,0,0,0,1,False
kutv_kenya,0,0,0,1,False
kuwamocho_,0,0,0,1,False
kvnkev2,0,0,0,1,False
kwaheshima,0,0,0,1,False
kyle111kyle111,0,0,0,1,True
kylelviskimani,0,0,0,1,True
lans_cmt,0,0,0,1,False
lasvegaslew,0,0,0,1,False
lc_africa,0,0,0,1,False
lconstateur,0,0,0,1,False
le_quin201,0,0,0,1,False
learning_ke,0,0,0,1,False
legitson_1,0,0,0,1,False
letekipunguu,0,0,0,1,False
lexymesh254,0,0,0,1,False
licious_tz,0,0,0,1,False
lihamboasiligwa,0,0,0,1,False
lit_unn,0,0,0,1,False
lloydgiks,0,0,0,1,False
lone_buffalo,0,0,0,1,False
longlanellc,0,0,0,1,False
lou_liberty99,0,0,0,1,False
ltn_sports,0,0,0,1,False
lud_nrw,0,0,0,1,False
ludmii49595291,0,0,0,1,False
luke_yuwas,0,0,0,1,False
lukoye_anthony,0,0,0,1,False
lulasalomone,0,0,0,1,False
lule_edward,0,0,0,1,False
lulurobert__,0,0,0,1,False
lydiacoins,0,0,0,1,False
m1ntdr1ms,0,0,0,1,False
m_mkenyan,0,0,0,1,False
machokali_071,0,0,0,1,False
madeinmusoma,0,0,0,1,False
maestrowafact,0,0,0,1,False
magwaz3,0,0,0,1,False
majorsamutune,0,0,0,1,False
makaumully,0,0,0,1,False
malumestyles,0,0,0,1,False
malvinwaiguru,0,0,0,1,False
mangekimambi,0,0,0,1,False
manucho_045,0,0,0,1,True
manuu823793,0,0,0,1,False
manuukenya,0,0,0,1,False
mapesa0,0,0,0,1,False
mar29738,0,0,0,1,False
mara_moja2,0,0,0,1,False
mariam255_,0,0,0,1,False
maritings,0,0,0,1,False
markkutuominen1,0,0,0,1,False
marlene_mweru,0,0,0,1,False
mart59146,0,0,0,1,False
marto254_,0,0,0,1,True
marto571311380,0,0,0,1,True
martoinnocent,0,0,0,1,False
marus0i,0,0,0,1,False
mathagiro,0,0,0,1,False
mathersdavis2,0,0,0,1,False
matukamanja,0,0,0,1,False
mauricejum60750,0,0,0,1,False
mauriceoyamo,0,0,0,1,False
maxwell_asanyo,0,0,0,1,False
mbatu_dominic,0,0,0,1,False
mbevi_muoki,0,0,0,1,True
mbiti_mwondi,0,0,0,1,False
mbokoshayo,0,0,0,1,False
mbunge_taifa255,0,0,0,1,False
mchachu_,0,0,0,1,True
mcpipita,0,0,0,1,False
mdau_1,0,0,0,1,False
mdomo_baggy,0,0,0,1,False
mees_jk07,0,0,0,1,False
mejja_mwangi,0,0,0,1,False
mercmhindi,0,0,0,1,True
messikimochis,0,0,0,1,False
mfinanga_rm,0,0,0,1,False
mikenov,0,0,0,1,False
millardayo,0,0,0,1,False
milliciachris,0,0,0,1,False
minarchismnow,0,0,0,1,False
miss_okwach,0,0,0,1,False
mj_kairoh,0,0,0,1,False
mjsmilessmith,0,0,0,1,False
mkurugezpart2,0,0,0,1,False
mkuuwatygoonall,0,0,0,1,False
mlimaSayuni,0,0,0,1,False
mlipu_zii,0,0,0,1,False
mmbarto,0,0,0,1,False
mnayij,0,0,0,1,False
mo_newsletter,0,0,0,1,False
mobymaybe,0,0,0,1,False
moeshtweets,0,0,0,1,False
monarchreport25,0,0,0,1,False
monteh017,0,0,0,1,False
morongochot,0,0,0,1,False
moseskariki,0,0,0,1,False
mosesmascot,0,0,0,1,False
mozabee9,0,0,0,1,False
mpandujialoyce,0,0,0,1,False
mrslot48hr,0,0,0,1,False
mseemsima,0,0,0,1,False
mshambuliaji,0,0,0,1,False
msouth_Tupac,0,0,0,1,False
mtaiquipz,0,0,0,1,False
mtunecessary,0,0,0,1,False
muchira_p,0,0,0,1,False
muchirewp,0,0,0,1,True
muchogokariuki,0,0,0,1,False
mufasaa_254,0,0,0,1,False
muindikeya,0,0,0,1,True
muller_mai47656,0,0,0,1,False
mumiasfinest,0,0,0,1,False
muraya_jose,0,0,0,1,False
musikucedric,0,0,0,1,False
muthiorakariara,0,0,0,1,False
mvulenileo,0,0,0,1,False
mwakambind32591,0,0,0,1,False
mwalimluka2,0,0,0,1,False
mwangikaruma,0,0,0,1,True
mwangimaina20,0,0,0,1,False
mwariwaben72,0,0,0,1,False
mwas_kennedy,0,0,0,1,False
mwauramk,0,0,0,1,False
mwithigaP,0,0,0,1,False
mworombo,0,0,0,1,False
mxhv21,0,0,0,1,False
mzalendoDaimaKe,0,0,0,1,False
mzzmayhem619188,0,0,0,1,False
nataliareistga,0,0,0,1,False
ndao471,0,0,0,1,False
necmi_tay58708,0,0,0,1,False
nestame013,0,0,0,1,False
neticous,0,0,0,1,False
ngangamwagiru,0,0,0,1,False
ngatiasue,0,0,0,1,False
ngumaa__,0,0,0,1,False
nikokadiKE,0,0,0,1,False
nineteen_accs,0,0,0,1,False
nj8gu,0,0,0,1,False
njoruwa,0,0,0,1,False
nkathaladyluck,0,0,0,1,False
nocontextfooty,0,0,0,1,False
notlikeweru,0,0,0,1,False
nott3v,0,0,0,1,False
nsniesak,0,0,0,1,False
nursemoraa,0,0,0,1,False
nverrelax,0,0,0,1,False
nyaboke378570,0,0,0,1,False
nyaspok,0,0,0,1,False
nyawade_benard,0,0,0,1,False
ob1tomi,0,0,0,1,False
obaaax,0,0,0,1,True
och1eng,0,0,0,1,False
octaviookumu,0,0,0,1,False
odoi58,0,0,0,1,False
officialDrHerry,0,0,0,1,False
ogunugu2010,0,0,0,1,False
ogutu7470,0,0,0,1,False
ojoAvizor19,0,0,0,1,False
olivierchris,0,0,0,1,False
ollieparrot,0,0,0,1,False
ombetewaasembe,0,0,0,1,False
omekejoshu,0,0,0,1,True
omikey58,0,0,0,1,False
oneswanzala,0,0,0,1,False
ongaki_c,0,0,0,1,False
onlykepher,0,0,0,1,False
onrefinance,0,0,0,1,False
osoroKE,0,0,0,1,False
otenyop,0,0,0,1,False
otienowill,0,0,0,1,False
otigef,0,0,0,1,False
oxonaccountancy,0,0,0,1,False
paddygituma,0,0,0,1,False
paitriotunleas1,0,0,0,1,False
palimon1031,0,0,0,1,False
panpieri001,0,0,0,1,False
patiz_kim,0,0,0,1,False
patmashaa,0,0,0,1,False
patriot1987980,0,0,0,1,False
patriot39946258,0,0,0,1,False
patriotikKE,0,0,0,1,False
paukwapaka,0,0,0,1,False
paulinenjoroge,0,0,0,1,False
peace_wambui,0,0,0,1,False
periodistan_,0,0,0,1,False
petermwangi2013,0,0,0,1,False
peteronunga,0,0,0,1,False
phanuelkasuni,0,0,0,1,False
philipsoit92734,0,0,0,1,False
photosbyswati,0,0,0,1,False
pillah234,0,0,0,1,False
pksalasya,0,0,0,1,False
plattgolf,0,0,0,1,False
poliallday,0,0,0,1,False
polo_kimanii,0,0,0,1,False
postnuance,0,0,0,1,False
prince_keli,0,0,0,1,False
professor_gabby,0,0,0,1,False
profmbadi,0,0,0,1,False
psantacl,0,0,0,1,False
pthigo,0,0,0,1,False
ptrsymon,0,0,0,1,False
qaraga11,0,0,0,1,False
qvaxlaw,0,0,0,1,False
radiomaisha,0,0,0,1,False
ralph88867,0,0,0,1,False
ramixgz,0,0,0,1,False
rasmwariama,0,0,0,1,False
ray_omollo,0,0,0,1,False
realAmRen,0,0,0,1,False
realcomeback_,0,0,0,1,False
reallkenyan,0,0,0,1,False
redshoesaccount,0,0,0,1,False
reggaeholic_,0,0,0,1,False
renatto_254_,0,0,0,1,False
ritchiesacra,0,0,0,1,False
rlittle6818,0,0,0,1,False
robah_bayano,0,0,0,1,False
rose_mayemba,0,0,0,1,False
rosewdc,0,0,0,1,False
rubz49,0,0,0,1,False
rufex001,0,0,0,1,False
ruhenicyrus,0,0,0,1,False
ruostu,0,0,0,1,False
ruth_muthigani,0,0,0,1,False
ruumor11,0,0,0,1,False
ruwaromman,0,0,0,1,False
sSuspec13,0,0,0,1,True
s_thoiyani,0,0,0,1,False
saboumerhi123,0,0,0,1,False
safarimlevi,0,0,0,1,False
salamfvr,0,0,0,1,False
samawatiii,0,0,0,1,False
sambo_soweto,0,0,0,1,False
samernther,0,0,0,1,False
samithuo404,0,0,0,1,False
samoei5,0,0,0,1,False
sashelka,0,0,0,1,False
scriptureofJay_,0,0,0,1,False
seamusmateus,0,0,0,1,False
segera_clinton,0,0,0,1,False
sergesindani01,0,0,0,1,False
setanindeta,0,0,0,1,False
shahamsuko1,0,0,0,1,False
shevereshtus,0,0,0,1,False
shimsa_art,0,0,0,1,False
shiru_synthesis,0,0,0,1,False
shosho897_o,0,0,0,1,False
shunu7015,0,0,0,1,False
siasainsider,0,0,0,1,False
simeonisako13,0,0,0,1,False
simswholly,0,0,0,1,False
sir_chrisz,0,0,0,1,False
sir_mgute,0,0,0,1,False
sirfestohh,0,0,0,1,False
slmiheso,0,0,0,1,False
smwangilp,0,0,0,1,False
sollana26,0,0,0,1,False
sowmiyasid,0,0,0,1,False
spatchly,0,0,0,1,False
spireaccountant,0,0,0,1,False
stanov_kipngeno,0,0,0,1,False
stevenquotes360,0,0,0,1,False
stewartaccounts,0,0,0,1,False
stewiiih,0,0,0,1,False
sully4846,0,0,0,1,False
swahilipotfm,0,0,0,1,False
taifa_kwa,0,0,0,1,False
tannersaccounts,0,0,0,1,False
tantopress,0,0,0,1,False
taraisredacted,0,0,0,1,False
tarangoJohn004,0,0,0,1,False
tat77324,0,0,0,1,False
taxtmi,0,0,0,1,False
taygraphics,0,0,0,1,False
taylorByabakama,0,0,0,1,False
tchemjor,0,0,0,1,True
teddy_turner_ke,0,0,0,1,False
teejay_maina,0,0,0,1,False
temmydivero,0,0,0,1,False
teortaxesTex,0,0,0,1,False
texansal,0,0,0,1,False
that_knocker,0,0,0,1,False
theHubTVke,0,0,0,1,False
theMacharian,0,0,0,1,False
the_absurdious,0,0,0,1,False
the_fortuna73,0,0,0,1,False
thecableng,0,0,0,1,False
theheroXvillian,0,0,0,1,False
theophiltz,0,0,0,1,False
thoughtlesslabs,0,0,0,1,False
threads_io,0,0,0,1,False
thukujames600,0,0,0,1,False
timodiaga,0,0,0,1,False
timothyturunga,0,0,0,1,False
tinagachie,0,0,0,1,False
tips__official_,0,0,0,1,False
traderama01,0,0,0,1,False
trailB77,0,0,0,1,False
trailblazer_Nic,0,0,0,1,False
treezsteele,0,0,0,1,False
trendkia,0,0,0,1,False
troll_trends20,0,0,0,1,False
tuckersright,0,0,0,1,False
tuly43,0,0,0,1,False
tutoringbyrob,0,0,0,1,False
ulyankulu1,0,0,0,1,False
umar_ibn_farouk,0,0,0,1,False
umtapi,0,0,0,1,False
unbwog567155386,0,0,0,1,True
upscmainsonline,0,0,0,1,False
urbanplus256,0,0,0,1,False
urlchiefy,0,0,0,1,False
utdKenani,0,0,0,1,False
vdcallejas,0,0,0,1,False
vetjulius,0,0,0,1,False
viks_rum,0,0,0,1,False
vinguard254,0,0,0,1,False
vinhenry6_henry,0,0,0,1,False
viosam18,0,0,0,1,False
vitzmuthiani,0,0,0,1,False
vjan09,0,0,0,1,False
vokelvo,0,0,0,1,False
votilee33082,0,0,0,1,False
wabanolimited,0,0,0,1,False
wafulalonginas,0,0,0,1,False
wagaciku11,0,0,0,1,False
wambosue,0,0,0,1,False
wambui_she8497,0,0,0,1,False
wambuijoan2024,0,0,0,1,False
wamunyinyi26,0,0,0,1,False
wandudori,0,0,0,1,False
wanykimaina,0,0,0,1,True
waswadavice,0,0,0,1,False
waziri26_,0,0,0,1,False
wdennis254,0,0,0,1,False
we_todd_ed1,0,0,0,1,False
weehmzeee,0,0,0,1,False
wembi_steve,0,0,0,1,False
whatMackSays,0,0,0,1,False
wil_sonn1,0,0,0,1,True
wpalczynski,0,0,0,1,False
xtastics,0,0,0,1,False
xx_Azriel_xx,0,0,0,1,False
yabisonews_cd,0,0,0,1,False
yang_mann,0,0,0,1,False
yulin98434,0,0,0,1,False
ywomendeservles,0,0,0,1,False
z_Kiarie,0,0,0,1,True
zak_muzak,0,0,0,1,False
zamo_tz,0,0,0,1,False
zamundira,0,0,0,1,False
ze_mandevu,0,0,0,1,False
zeidmandavis,0,0,0,1,False
zetsketches,0,0,0,1,False
zoetjesheeftX,0,0,0,1,False
