platform_user_id,coord_cluster,fast_replier,seeder,awakened,regular,fringe_seed,suspicion,n_lenses,handle,followers_count,verified
2070480449173118976,False,False,False,False,False,False,True,1,JohnSmithh2ee,0,False
2070484065095196672,False,False,False,False,False,False,True,1,givemeten_,0,False
2071947406347014144,False,False,False,False,False,False,True,1,Mainethv_,0,False
2071958924300046336,False,False,False,False,False,False,True,1,ngcminhuk12,0,False
2072362787565899776,False,False,False,False,False,False,True,1,arialvk,0,False
2072505838506590208,False,False,False,False,False,False,True,1,anakayamrawr,0,False
2073322283502833664,False,False,False,False,False,False,True,1,ItsThomas_kenya,0,False
2073333959875076097,False,False,False,False,False,False,True,1,Princejeof9n,0,False
2073417826853867521,False,False,False,False,False,False,True,1,_mark_auuan,0,False
2073643108861140993,False,False,False,False,False,False,True,1,Primotea01,0,False
2073662583798681601,False,False,False,False,False,False,True,1,onlykepher,0,False
2073836355549798400,False,False,False,False,False,False,True,1,mauro_moh,0,False
2074107527281942528,False,False,False,False,False,False,True,1,Nehaaslam66,0,False
2074151752652173312,False,False,False,False,False,False,True,1,Jaydenjunify,0,False
2074179885329727488,False,False,False,False,False,False,True,1,Marleymose4f,0,False
2074212966623244288,False,False,False,False,False,False,True,1,Briansuluman,0,False
2074234570090688514,False,False,False,False,False,False,True,1,g5painting,0,False
2074398159011201024,False,False,False,False,False,False,True,1,Stevegeraltm,0,False
2074405312740626432,False,False,False,False,False,False,True,1,Johnchege3ng,0,False
2074444571258347520,False,False,False,False,False,False,True,1,Ayingaagw,0,False
2074457434639224832,False,False,False,False,False,False,True,1,okeyoamugahia,0,False
